Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
10000,10000.0,0.1409,36,debt_consolidation,21.45%,CA,RENT,3750.0,700-704,4.0,18621.0,0.0,10+ years
13250,13250.0,0.079,36,debt_consolidation,22.64%,CO,RENT,2500.0,740-744,7.0,12957.0,0.0,< 1 year
5000,5000.0,0.1427,36,debt_consolidation,18.41%,CA,RENT,5208.33,695-699,9.0,18055.0,1.0,9 years
14675,14675.0,0.1311,36,debt_consolidation,24.74%,TX,RENT,3166.67,710-714,14.0,5727.0,0.0,< 1 year
7000,6875.0,0.1,36,home_improvement,1.68%,CO,RENT,2375.0,745-749,3.0,922.0,0.0,< 1 year
6000,6000.0,0.1777,36,credit_card,32.76%,MI,OWN,1666.67,665-669,12.0,15055.0,2.0,< 1 year
20000,20000.0,0.1269,60,debt_consolidation,17.96%,RI,MORTGAGE,4500.0,735-739,13.0,22946.0,1.0,10+ years
1500,1500.0,0.1212,36,other,15.37%,CA,RENT,3625.0,695-699,9.0,11346.0,1.0,5 years
20000,20000.0,0.1825,60,credit_card,12.90%,PA,OWN,6666.67,695-699,17.0,8039.0,1.0,6 years
21000,21000.0,0.1427,60,debt_consolidation,11.27%,GA,MORTGAGE,5333.33,710-714,8.0,19431.0,0.0,8 years
12500,12475.0,0.0603,36,car,14.82%,FL,RENT,4944.92,755-759,11.0,6014.0,0.0,2 years
9600,9600.0,0.1446,60,debt_consolidation,10.27%,DE,RENT,5500.0,680-684,8.0,8359.0,2.0,3 years
8100,8100.0,0.1385,36,debt_consolidation,17.63%,FL,RENT,4600.0,675-679,9.0,2963.0,0.0,3 years
15000,15000.0,0.1465,36,debt_consolidation,20.07%,MI,MORTGAGE,3666.67,690-694,11.0,13843.0,1.0,5 years
11000,11000.0,0.1114,36,debt_consolidation,16.57%,NJ,MORTGAGE,5000.0,695-699,17.0,8734.0,0.0,3 years
14550,14550.0,0.1311,36,debt_consolidation,21.34%,WA,MORTGAGE,4583.33,685-689,7.0,20141.0,0.0,10+ years
10000,10000.0,0.1074,36,debt_consolidation,17.88%,CA,RENT,2500.0,700-704,6.0,11120.0,0.0,3 years
24000,24000.0,0.1114,60,debt_consolidation,20.98%,DC,OWN,8000.0,705-709,9.0,20247.0,0.0,2 years
20000,19950.0,0.1065,60,debt_consolidation,24.02%,KS,OWN,5200.0,745-749,11.0,15709.0,0.0,10+ years
7200,7200.0,0.1777,36,home_improvement,2.18%,NC,MORTGAGE,3250.0,670-674,4.0,1301.0,1.0,4 years
5000,5000.0,0.1433,36,debt_consolidation,11.12%,FL,RENT,2916.67,675-679,5.0,4114.0,0.0,10+ years
5600,5600.0,0.0791,36,major_purchase,20.21%,CA,RENT,3166.67,730-734,12.0,32987.0,0.0,6 years
20000,20000.0,0.079,36,credit_card,1.30%,IL,RENT,10400.0,750-754,5.0,6969.0,0.0,1 year
3200,3200.0,0.1749,60,debt_consolidation,7.90%,CA,RENT,2609.0,670-674,9.0,5382.0,0.0,3 years
25225,25225.0,0.1212,36,debt_consolidation,30.77%,CA,MORTGAGE,6500.0,715-719,8.0,11736.0,0.0,10+ years
20000,19900.0,0.1595,60,debt_consolidation,12.20%,VA,MORTGAGE,6666.67,700-704,12.0,20744.0,1.0,5 years
7000,7000.0,0.074,36,credit_card,8.89%,AZ,MORTGAGE,3352.0,770-774,14.0,14014.0,2.0,< 1 year
7575,7575.0,0.0976,36,debt_consolidation,10.99%,TX,RENT,2375.0,725-729,3.0,5640.0,0.0,3 years
15000,15000.0,0.1311,36,other,16.55%,PA,RENT,4166.67,695-699,11.0,9066.0,0.0,2 years
6000,6000.0,0.1596,36,debt_consolidation,6.38%,NC,MORTGAGE,6916.67,660-664,7.0,6309.0,1.0,6 years
3500,3500.0,0.1531,36,other,7.14%,NY,RENT,5000.0,685-689,2.0,14064.0,0.0,1 year
7200,5675.0,0.1482,36,debt_consolidation,9.67%,CA,RENT,4500.0,645-649,7.0,6572.0,1.0,6 years
12000,12000.0,0.0603,36,medical,22.57%,MT,MORTGAGE,7500.0,760-764,8.0,5116.0,0.0,10+ years
20000,20000.0,0.079,36,credit_card,13.59%,CA,RENT,7258.33,730-734,5.0,14268.0,0.0,9 years
3900,3900.0,0.1212,36,debt_consolidation,7.55%,HI,MORTGAGE,2583.33,685-689,8.0,3724.0,0.0,1 year
16000,16000.0,0.1922,60,credit_card,21.28%,NC,RENT,3416.67,680-684,8.0,26060.0,1.0,10+ years
15000,15000.0,0.1599,36,other,11.34%,SC,MORTGAGE,8583.33,675-679,6.0,3844.0,2.0,7 years
15000,14975.0,0.1349,36,small_business,3.44%,AK,RENT,6666.67,705-709,3.0,2698.0,0.0,< 1 year
7400,7400.0,0.1399,36,other,20.52%,NY,RENT,4166.25,675-679,17.0,6653.0,1.0,n/a
15000,15000.0,0.1059,36,debt_consolidation,14.66%,MA,RENT,5150.0,730-734,9.0,5116.0,2.0,2 years
4500,4500.0,0.0599,36,debt_consolidation,21.46%,NY,RENT,3644.83,765-769,8.0,1058.0,2.0,< 1 year
3000,3000.0,0.1409,36,debt_consolidation,12.36%,NC,RENT,4789.33,680-684,9.0,1353.0,2.0,10+ years
4000,4000.0,0.089,36,credit_card,24.11%,FL,RENT,4583.33,705-709,17.0,11351.0,0.0,1 year
6400,6400.0,0.1599,60,debt_consolidation,24.43%,NY,RENT,3500.0,690-694,9.0,973.0,0.0,4 years
10000,10000.0,0.1531,36,debt_consolidation,10.40%,CA,RENT,9000.0,665-669,12.0,5141.0,0.0,10+ years
12000,12000.0,0.1016,36,home_improvement,8.05%,MA,MORTGAGE,6250.0,720-724,9.0,11626.0,0.0,< 1 year
6000,6000.0,0.1212,36,debt_consolidation,4.94%,WI,MORTGAGE,4333.33,690-694,12.0,9656.0,2.0,5 years
2200,2200.0,0.1349,36,debt_consolidation,3.27%,WA,OWN,6666.67,700-704,2.0,10142.0,0.0,5 years
12000,12000.0,0.1969,60,debt_consolidation,16.23%,NV,RENT,3376.0,665-669,12.0,8437.0,1.0,4 years
3000,3000.0,0.079,36,credit_card,22.03%,PA,MORTGAGE,5583.33,705-709,15.0,12968.0,0.0,3 years
10800,10800.0,0.1212,36,debt_consolidation,26.70%,NJ,RENT,5833.33,695-699,6.0,27585.0,0.0,5 years
24000,23950.0,0.1212,36,debt_consolidation,26.68%,TX,MORTGAGE,5791.67,715-719,13.0,34104.0,0.0,10+ years
16000,16000.0,0.1409,36,debt_consolidation,2.85%,CA,MORTGAGE,3333.33,690-694,6.0,3909.0,0.0,7 years
15000,15000.0,0.1399,36,debt_consolidation,12.60%,MI,MORTGAGE,3500.0,705-709,7.0,13036.0,1.0,10+ years
9500,9500.0,0.2198,36,other,16.01%,PA,RENT,4500.0,660-664,7.0,3673.0,1.0,3 years
5000,5000.0,0.079,36,debt_consolidation,21.82%,TX,MORTGAGE,4166.67,725-729,8.0,15502.0,1.0,n/a
15000,15000.0,0.1171,36,debt_consolidation,11.70%,FL,RENT,6250.0,700-704,6.0,6622.0,0.0,6 years
5000,5000.0,0.1531,36,debt_consolidation,17.37%,GA,RENT,1750.0,675-679,3.0,10361.0,0.0,< 1 year
19000,18975.0,0.1114,36,debt_consolidation,19.83%,CA,RENT,4548.83,775-779,12.0,33809.0,1.0,5 years
11625,11625.0,0.158,36,debt_consolidation,31.12%,OK,RENT,2860.0,680-684,14.0,8374.0,2.0,7 years
25000,25000.0,0.0762,36,wedding,13.45%,NY,RENT,6750.0,750-754,16.0,17193.0,0.0,5 years
8000,8000.0,0.1269,36,debt_consolidation,7.67%,AL,OWN,7916.67,685-689,4.0,1442.0,0.0,6 years
9800,9675.0,0.0859,36,major_purchase,14.99%,HI,MORTGAGE,3583.33,760-764,12.0,5164.0,0.0,3 years
6000,5975.0,0.08,36,wedding,1.06%,NY,RENT,5000.0,765-769,6.0,7161.0,0.0,3 years
10200,10200.0,0.1242,36,debt_consolidation,17.86%,CO,MORTGAGE,5833.33,705-709,9.0,9817.0,2.0,4 years
10500,10500.0,0.0662,36,medical,16.26%,OK,MORTGAGE,4853.33,760-764,9.0,2816.0,1.0,3 years
17500,17500.0,0.079,36,small_business,7.97%,CA,RENT,5416.67,810-814,4.0,17.0,0.0,< 1 year
4000,4000.0,0.1903,36,other,10.56%,CA,RENT,1600.0,685-689,2.0,299.0,0.0,6 years
22000,22000.0,0.1212,36,debt_consolidation,16.93%,NY,RENT,3916.67,715-719,4.0,22142.0,0.0,1 year
5000,4900.0,0.0579,36,other,9.18%,NY,RENT,5520.0,750-754,10.0,7351.0,0.0,7 years
8000,8000.0,0.1629,36,credit_card,29.19%,IL,MORTGAGE,6916.67,685-689,14.0,21498.0,2.0,4 years
16000,16000.0,0.1212,36,debt_consolidation,18.23%,NY,RENT,4166.67,700-704,14.0,16309.0,0.0,1 year
5800,5800.0,0.2245,60,other,11.86%,CA,RENT,1416.67,665-669,3.0,6077.0,2.0,6 years
16750,16750.0,0.1875,36,debt_consolidation,8.84%,FL,MORTGAGE,5666.67,680-684,8.0,13567.0,1.0,4 years
3600,3600.0,0.1212,36,debt_consolidation,27.16%,CA,OWN,3333.33,695-699,15.0,12153.0,1.0,10+ years
10000,10000.0,0.1562,36,debt_consolidation,12.19%,NY,RENT,7500.0,670-674,12.0,17133.0,1.0,10+ years
6000,6000.0,0.0542,36,vacation,1.51%,MD,OWN,4250.0,800-804,14.0,1838.0,0.0,10+ years
10000,10000.0,0.0762,36,medical,13.26%,MN,MORTGAGE,7416.67,735-739,12.0,16297.0,2.0,10+ years
10000,10000.0,0.1777,36,credit_card,5.80%,CO,RENT,7166.67,685-689,3.0,15279.0,1.0,10+ years
7000,7000.0,0.079,36,wedding,20.72%,CT,RENT,6000.0,715-719,9.0,6659.0,0.0,< 1 year
3000,1647.62,0.102,36,major_purchase,0.33%,CT,RENT,4583.33,800-804,3.0,37.0,0.0,< 1 year
15775,15775.0,0.1465,36,other,3.37%,NY,RENT,4000.0,710-714,11.0,4058.0,1.0,10+ years
15350,15350.0,0.1849,36,debt_consolidation,15.09%,GA,MORTGAGE,4400.0,670-674,7.0,12823.0,0.0,10+ years
26500,26500.0,0.0976,60,small_business,17.19%,NY,MORTGAGE,5416.67,785-789,13.0,9966.0,0.0,10+ years
6400,6400.0,0.06,60,home_improvement,3.09%,FL,MORTGAGE,6250.0,695-699,5.0,241.0,0.0,3 years
13200,13200.0,0.1433,36,debt_consolidation,28.75%,CA,RENT,3833.33,695-699,9.0,8568.0,1.0,10+ years
12000,12000.0,0.1149,36,debt_consolidation,17.73%,CA,MORTGAGE,7300.0,705-709,9.0,38342.0,0.0,4 years
2500,2500.0,0.0662,36,home_improvement,10.96%,MD,MORTGAGE,6166.67,730-734,14.0,24495.0,0.0,10+ years
6600,6600.0,0.0603,36,home_improvement,16.69%,NC,MORTGAGE,6250.0,750-754,14.0,17258.0,0.0,10+ years
27050,27050.0,0.1727,60,credit_card,27.59%,WA,MORTGAGE,5025.0,705-709,13.0,40037.0,1.0,10+ years
4800,4800.0,0.1599,36,major_purchase,0%,IL,RENT,4583.33,675-679,2.0,0.0,0.0,6 years
7550,7550.0,0.1016,36,debt_consolidation,3.83%,CA,MORTGAGE,8333.33,710-714,10.0,10204.0,0.0,2 years
10000,10000.0,0.0774,36,debt_consolidation,0.17%,OR,MORTGAGE,7083.33,775-779,9.0,2994.0,0.0,10+ years
12500,12275.0,0.1126,36,credit_card,12.21%,TX,RENT,4333.33,730-734,6.0,12568.0,2.0,8 years
27575,27575.0,0.1905,36,debt_consolidation,19.30%,WI,RENT,5166.67,660-664,6.0,14935.0,1.0,10+ years
15000,14900.0,0.1461,36,major_purchase,9.17%,TX,RENT,3000.0,730-734,8.0,0.0,2.0,< 1 year
18000,18000.0,0.089,36,home_improvement,12.79%,NV,MORTGAGE,10500.0,730-734,15.0,4856.0,2.0,< 1 year
5400,5375.0,0.089,36,small_business,6.27%,OH,RENT,3000.0,785-789,2.0,90.0,2.0,n/a
23000,22950.0,0.1581,36,credit_card,16.02%,CA,RENT,7083.33,695-699,8.0,9664.0,2.0,4 years
8000,7950.0,0.0579,36,home_improvement,19.65%,FL,OWN,5833.33,770-774,8.0,0.0,0.0,3 years
3000,2950.0,0.1269,36,debt_consolidation,4.25%,SC,OWN,1200.0,705-709,4.0,1643.0,0.0,< 1 year
7200,7200.0,0.0692,36,credit_card,11.72%,RI,MORTGAGE,7083.33,780-784,6.0,15933.0,1.0,3 years
15350,15350.0,0.158,36,credit_card,7.41%,CO,MORTGAGE,5666.67,670-674,6.0,8128.0,0.0,1 year
6000,6000.0,0.1212,36,wedding,21.21%,GA,RENT,3333.33,685-689,8.0,4638.0,0.0,2 years
15000,8081.65,0.1316,36,debt_consolidation,13.16%,GA,MORTGAGE,2583.33,755-759,3.0,4923.0,2.0,9 years
5000,5000.0,0.1268,60,moving,12.59%,NY,RENT,4416.67,690-694,13.0,7686.0,0.0,< 1 year
2575,2575.0,0.0676,36,educational,4.80%,MA,RENT,6875.0,760-764,6.0,4678.0,2.0,3 years
1800,1800.0,0.1367,36,vacation,24.21%,NY,RENT,4250.0,670-674,11.0,5757.0,0.0,5 years
10000,10000.0,0.1409,36,other,26.44%,WA,MORTGAGE,5416.67,700-704,6.0,18652.0,1.0,6 years
7750,7750.0,0.1074,36,debt_consolidation,6.51%,UT,MORTGAGE,2916.67,705-709,5.0,6889.0,0.0,6 years
10000,10000.0,0.0603,36,debt_consolidation,16%,KY,MORTGAGE,8333.33,780-784,11.0,14832.0,0.0,10+ years
4950,4950.0,0.1367,36,debt_consolidation,14.11%,CA,MORTGAGE,4166.67,665-669,15.0,8379.0,0.0,5 years
8400,8350.0,0.0603,36,medical,15.34%,WA,MORTGAGE,3200.0,760-764,6.0,10576.0,0.0,n/a
12000,12000.0,0.1629,36,credit_card,18.37%,TX,MORTGAGE,7083.33,665-669,16.0,16993.0,2.0,7 years
14675,14650.0,0.1299,60,debt_consolidation,29.18%,FL,RENT,3167.0,725-729,7.0,21088.0,1.0,6 years
13000,13000.0,0.1409,36,credit_card,16.09%,CT,RENT,3250.0,675-679,6.0,6930.0,0.0,2 years
15000,15000.0,0.1311,36,debt_consolidation,33.12%,NY,RENT,4166.67,695-699,10.0,13198.0,0.0,9 years
8250,8205.63,0.0932,36,credit_card,24.45%,OH,MORTGAGE,3300.0,755-759,17.0,29576.0,2.0,8 years
6900,6900.0,0.1409,36,credit_card,17.78%,AR,OWN,4166.67,685-689,9.0,9720.0,1.0,10+ years
25000,23995.24,0.1062,36,debt_consolidation,12.21%,VA,RENT,11166.67,750-754,6.0,28556.0,0.0,7 years
9000,8975.0,0.0662,36,debt_consolidation,17.11%,NY,MORTGAGE,6750.0,755-759,7.0,12553.0,2.0,7 years
1750,1750.0,0.1114,36,credit_card,8.02%,CA,RENT,1833.33,720-724,4.0,1838.0,0.0,2 years
5000,5000.0,0.0542,36,wedding,23.15%,OH,RENT,2833.33,750-754,7.0,4573.0,0.0,3 years
6000,6000.0,0.158,36,debt_consolidation,16.40%,GA,RENT,2500.0,670-674,5.0,5892.0,1.0,4 years
13000,13000.0,0.1433,36,debt_consolidation,11.08%,MN,MORTGAGE,3358.33,690-694,7.0,6327.0,1.0,10+ years
5875,5875.0,0.079,36,other,14.75%,NV,RENT,5416.67,720-724,15.0,2617.0,2.0,4 years
16000,7925.0,0.1645,60,debt_consolidation,16.66%,MO,MORTGAGE,5500.0,680-684,6.0,6842.0,0.0,9 years
12000,12000.0,0.0962,60,small_business,14.12%,GA,MORTGAGE,6666.67,730-734,10.0,6969.0,1.0,4 years
4800,4775.0,0.0579,36,car,11.71%,NJ,RENT,2800.0,735-739,6.0,9228.0,0.0,3 years
6500,6500.0,0.1111,36,credit_card,13.98%,WY,MORTGAGE,2253.0,680-684,11.0,7558.0,1.0,2 years
25000,25000.0,0.1306,36,other,4.14%,MI,MORTGAGE,11500.0,735-739,4.0,6578.0,0.0,< 1 year
16000,16000.0,0.1348,36,debt_consolidation,15.17%,KY,MORTGAGE,4166.67,700-704,6.0,1962.0,1.0,2 years
13600,13600.0,0.089,36,debt_consolidation,10.94%,WA,RENT,10000.0,720-724,15.0,18028.0,0.0,10+ years
7125,7125.0,0.1849,36,debt_consolidation,11.18%,CT,MORTGAGE,5636.75,675-679,14.0,5383.0,2.0,8 years
11575,11575.0,0.1311,60,debt_consolidation,18.37%,NY,MORTGAGE,3750.0,725-729,12.0,18790.0,1.0,10+ years
5000,5000.0,0.074,36,major_purchase,14.22%,GA,RENT,6000.0,780-784,7.0,1751.0,0.0,6 years
5000,5000.0,0.0762,36,debt_consolidation,3.04%,NY,OWN,2500.0,735-739,5.0,4864.0,0.0,3 years
5000,527.49,0.1324,36,debt_consolidation,13.28%,NJ,RENT,4833.0,660-664,10.0,9816.0,0.0,4 years
7000,7000.0,0.079,36,debt_consolidation,12.61%,VA,MORTGAGE,6250.0,720-724,13.0,19848.0,0.0,10+ years
20000,16755.89,0.145,36,debt_consolidation,25.40%,MN,MORTGAGE,6916.67,715-719,10.0,26938.0,0.0,10+ years
7000,7000.0,0.0692,36,debt_consolidation,17.15%,CA,RENT,4583.33,735-739,13.0,6897.0,0.0,5 years
6000,6000.0,0.079,36,major_purchase,20.13%,PA,MORTGAGE,7750.0,725-729,16.0,7533.0,1.0,8 years
18225,18200.0,0.1758,36,debt_consolidation,24.64%,TX,MORTGAGE,5000.0,660-664,12.0,16398.0,2.0,7 years
10000,10000.0,0.1212,36,debt_consolidation,12.99%,CA,MORTGAGE,5833.33,690-694,8.0,13885.0,0.0,6 years
11000,2116.76,0.1387,36,debt_consolidation,20.93%,NY,OWN,4167.0,670-674,14.0,17436.0,0.0,2 years
24000,24000.0,0.1212,36,debt_consolidation,29.01%,MD,MORTGAGE,7500.0,670-674,12.0,14804.0,1.0,< 1 year
6000,6000.0,0.0749,36,major_purchase,8.81%,NY,OWN,2462.75,715-719,11.0,8644.0,0.0,2 years
10000,9975.0,0.1149,60,debt_consolidation,22.69%,NV,MORTGAGE,5623.33,765-769,11.0,26898.0,1.0,10+ years
2000,2000.0,0.089,36,car,23.70%,MI,OWN,3000.0,730-734,5.0,2117.0,1.0,10+ years
6625,6600.0,0.1114,36,credit_card,10.12%,PA,OWN,1916.67,690-694,10.0,5449.0,0.0,n/a
12000,11925.0,0.0963,36,other,9.12%,WA,MORTGAGE,6250.0,745-749,8.0,5212.0,2.0,1 year
4200,4200.0,0.0729,36,debt_consolidation,6.58%,IL,RENT,5133.33,765-769,4.0,5475.0,1.0,4 years
8400,8400.0,0.1099,36,debt_consolidation,24.85%,CA,MORTGAGE,7583.0,700-704,9.0,342.0,0.0,< 1 year
4750,4750.0,0.1016,36,credit_card,32.49%,MO,MORTGAGE,3500.0,695-699,15.0,36512.0,0.0,10+ years
15000,14925.0,0.1075,60,moving,17.55%,NY,RENT,5761.0,785-789,12.0,2691.0,2.0,10+ years
12000,12000.0,0.1629,36,home_improvement,5.07%,WI,MORTGAGE,2916.67,670-674,13.0,10360.0,2.0,5 years
12800,12700.0,0.1261,60,debt_consolidation,9.02%,FL,RENT,5166.67,725-729,7.0,7942.0,0.0,5 years
12000,11950.0,0.089,60,car,9.75%,CA,MORTGAGE,9866.0,795-799,9.0,2787.0,0.0,4 years
9425,9425.0,0.1349,36,credit_card,15.71%,CA,RENT,3750.0,670-674,12.0,15116.0,0.0,8 years
9600,9600.0,0.1839,36,debt_consolidation,14.69%,VA,MORTGAGE,5166.67,660-664,8.0,13041.0,1.0,10+ years
7800,7242.07,0.1284,36,debt_consolidation,16.77%,NY,RENT,6000.0,695-699,8.0,13835.0,0.0,4 years
9600,9600.0,0.1531,36,debt_consolidation,12.82%,PA,MORTGAGE,6000.0,675-679,13.0,11407.0,2.0,10+ years
7500,7500.0,0.1111,60,debt_consolidation,23.63%,NY,RENT,1820.0,720-724,13.0,4409.0,2.0,2 years
7000,6950.0,0.0603,36,debt_consolidation,8.29%,FL,OWN,2750.0,760-764,8.0,10860.0,0.0,4 years
10000,10000.0,0.1171,36,debt_consolidation,5.85%,NY,RENT,4333.33,685-689,8.0,7072.0,0.0,10+ years
13000,12850.0,0.1038,36,debt_consolidation,11.72%,VA,MORTGAGE,10533.33,725-729,13.0,37252.0,0.0,< 1 year
20800,20775.0,0.0662,36,credit_card,15.64%,CA,MORTGAGE,10833.33,710-714,11.0,15192.0,0.0,10+ years
1600,1600.0,0.1629,36,debt_consolidation,7.80%,OR,RENT,2666.67,660-664,7.0,5504.0,2.0,6 years
10050,9900.0,0.0603,36,small_business,20.72%,TX,RENT,2500.0,750-754,11.0,13669.0,0.0,9 years
16000,16000.0,0.1212,36,debt_consolidation,24.30%,CT,RENT,6250.0,715-719,8.0,10304.0,2.0,< 1 year
11700,11675.0,0.079,36,home_improvement,5.63%,CA,MORTGAGE,3320.83,720-724,11.0,14301.0,0.0,10+ years
13475,13475.0,0.1212,36,debt_consolidation,28.27%,FL,MORTGAGE,5666.67,705-709,12.0,7722.0,1.0,7 years
14500,14500.0,0.0542,36,home_improvement,7.15%,OH,MORTGAGE,10000.0,800-804,9.0,40.0,0.0,10+ years
2200,2200.0,0.089,36,debt_consolidation,14.02%,CA,RENT,7083.33,715-719,10.0,14980.0,1.0,10+ years
9000,9000.0,0.0976,36,credit_card,18.67%,NY,MORTGAGE,5833.33,705-709,12.0,12035.0,0.0,10+ years
9450,9450.0,0.1433,36,debt_consolidation,24.51%,NY,RENT,2916.67,670-674,12.0,11555.0,0.0,4 years
15175,15175.0,0.2025,60,debt_consolidation,18.78%,WA,RENT,4333.33,665-669,6.0,18049.0,0.0,8 years
10000,10000.0,0.0749,36,debt_consolidation,7.77%,AZ,RENT,3166.67,735-739,4.0,0.0,0.0,1 year
16000,16000.0,0.1629,36,debt_consolidation,20.62%,FL,RENT,5416.67,680-684,13.0,14246.0,1.0,< 1 year
8500,8500.0,0.1777,36,other,18%,MI,RENT,2583.33,665-669,9.0,13718.0,0.0,2 years
3000,3000.0,0.1427,36,debt_consolidation,10.77%,NY,OWN,3833.0,670-674,11.0,5515.0,1.0,< 1 year
10000,10000.0,0.1531,36,credit_card,18.99%,FL,MORTGAGE,5583.33,675-679,16.0,12723.0,1.0,2 years
19000,19000.0,0.1972,60,credit_card,19.85%,NY,RENT,4500.0,680-684,13.0,11388.0,1.0,3 years
9000,9000.0,0.1311,36,credit_card,23.88%,GA,MORTGAGE,4229.17,685-689,11.0,7496.0,0.0,1 year
6775,6775.0,0.1311,36,debt_consolidation,10.20%,NC,RENT,6666.67,685-689,14.0,5457.0,2.0,< 1 year
2200,2200.0,0.1523,36,debt_consolidation,16.20%,CA,RENT,2500.0,675-679,7.0,2476.0,2.0,2 years
10800,10550.0,0.08,36,home_improvement,6.82%,CA,MORTGAGE,11250.0,790-794,7.0,10232.0,2.0,< 1 year
16800,16800.0,0.1433,60,debt_consolidation,21.75%,WV,MORTGAGE,6666.67,675-679,14.0,23740.0,0.0,1 year
9250,9250.0,0.1879,60,debt_consolidation,19.27%,AK,MORTGAGE,4448.0,660-664,9.0,22704.0,0.0,10+ years
23400,23400.0,0.0749,36,debt_consolidation,15.66%,TX,RENT,5580.0,740-744,6.0,2086.0,0.0,1 year
10375,10375.0,0.079,36,debt_consolidation,27.64%,MD,MORTGAGE,4500.0,745-749,7.0,0.0,0.0,5 years
9325,9300.0,0.1409,36,debt_consolidation,21.35%,DC,RENT,3333.33,695-699,10.0,27007.0,1.0,< 1 year
18000,18000.0,0.2148,60,debt_consolidation,15.82%,NY,RENT,6500.0,665-669,10.0,4256.0,0.0,10+ years
5375,5375.0,0.089,36,debt_consolidation,29.48%,NC,RENT,3416.67,720-724,6.0,3007.0,2.0,< 1 year
3700,3700.0,0.158,36,credit_card,32.20%,NY,RENT,3000.0,690-694,9.0,14151.0,0.0,1 year
26000,25975.0,0.1677,60,home_improvement,11.77%,NC,MORTGAGE,4416.67,730-734,5.0,7560.0,1.0,10+ years
6650,6650.0,0.1825,60,debt_consolidation,17.12%,OH,MORTGAGE,3084.0,680-684,16.0,5646.0,2.0,3 years
1000,1000.0,0.1149,36,debt_consolidation,21.36%,CA,RENT,4666.67,670-674,16.0,26558.0,0.0,10+ years
18000,17896.62,0.1442,36,wedding,7.89%,TX,MORTGAGE,5833.33,720-724,5.0,18505.0,1.0,3 years
8000,7975.0,0.1284,36,wedding,16.73%,TX,MORTGAGE,3521.0,680-684,13.0,4075.0,0.0,3 years
10000,10000.0,0.1212,36,debt_consolidation,12.46%,CA,MORTGAGE,4375.0,695-699,7.0,11070.0,0.0,5 years
16000,16000.0,0.1298,36,debt_consolidation,15.86%,CA,MORTGAGE,3600.0,700-704,9.0,26357.0,2.0,3 years
13750,13750.0,0.1409,36,credit_card,24.77%,CA,RENT,3000.0,690-694,12.0,16734.0,1.0,1 year
21000,20950.0,0.2376,60,debt_consolidation,24.82%,KS,RENT,7458.33,660-664,14.0,11973.0,0.0,10+ years
12000,12000.0,0.079,36,home_improvement,21.99%,MN,MORTGAGE,5416.67,730-734,8.0,28146.0,0.0,10+ years
12000,12000.0,0.1349,36,debt_consolidation,16.29%,NV,MORTGAGE,6250.0,680-684,13.0,13528.0,1.0,7 years
3600,3600.0,0.1399,36,other,10%,NY,RENT,5750.0,670-674,8.0,10766.0,2.0,4 years
25000,15175.0,0.1632,60,debt_consolidation,22.19%,PA,MORTGAGE,7083.33,705-709,8.0,9133.0,0.0,4 years
8400,8400.0,0.0925,60,car,22.47%,NM,MORTGAGE,4833.33,760-764,6.0,19187.0,0.0,3 years
8575,8575.0,0.158,36,debt_consolidation,34.41%,KY,MORTGAGE,4541.67,675-679,15.0,5180.0,1.0,10+ years
13800,13800.0,0.1212,36,debt_consolidation,17.11%,CA,RENT,4250.0,695-699,8.0,11366.0,0.0,< 1 year
17000,17000.0,0.1149,36,debt_consolidation,13.69%,MI,RENT,5083.33,695-699,9.0,13883.0,0.0,4 years
11000,11000.0,0.1367,36,debt_consolidation,13.44%,LA,MORTGAGE,4666.67,675-679,8.0,10482.0,0.0,6 years
7800,7800.0,0.1435,36,other,21.89%,CA,RENT,2508.33,680-684,5.0,25780.0,0.0,< 1 year
8500,8500.0,0.1531,36,debt_consolidation,7.56%,CO,RENT,3333.33,670-674,5.0,8844.0,0.0,< 1 year
10000,10000.0,0.0976,36,credit_card,6.83%,MA,RENT,4583.33,705-709,14.0,13511.0,0.0,7 years
12000,12000.0,0.1171,60,debt_consolidation,23.30%,CT,MORTGAGE,4000.0,725-729,8.0,15010.0,0.0,10+ years
19000,19000.0,0.1531,60,debt_consolidation,27.65%,FL,RENT,3617.21,705-709,8.0,25692.0,0.0,3 years
12000,12000.0,0.1016,36,debt_consolidation,14.22%,CO,MORTGAGE,8791.67,695-699,10.0,17185.0,2.0,8 years
19125,19125.0,0.1016,36,debt_consolidation,25.58%,FL,RENT,4000.0,725-729,5.0,0.0,0.0,5 years
6525,6500.0,0.1607,36,other,10.11%,MD,RENT,3166.67,700-704,3.0,2494.0,1.0,1 year
8400,8400.0,0.1427,36,debt_consolidation,11.95%,NC,MORTGAGE,4166.67,680-684,10.0,16634.0,1.0,10+ years
18550,18550.0,0.1212,36,debt_consolidation,11.37%,FL,MORTGAGE,3941.0,710-714,14.0,9438.0,0.0,n/a
9600,9600.0,0.1212,36,credit_card,25.35%,CT,RENT,4750.0,685-689,11.0,29475.0,0.0,5 years
6000,6000.0,0.0603,36,major_purchase,12.68%,TX,MORTGAGE,6666.67,775-779,13.0,8581.0,0.0,10+ years
